description,keywords,genre,year,name,director,id
La verdadera historia de un entrenador afroamericano recién nombrado y su equipo de secundaria durante la primera temporada que juegan como una unidad racialmente integrada.,"gay kiss, escuela, la década de 1970, racial tension, fútbol americano","biografía, drama, deporte",2001.0,Titanes: Hicieron historia,Boaz Yakin,2838
"La familia Henderson adopta a un simpático sasquatch, pero les resulta difícil mantener en secreto la leyenda de pie grande.","Bigfoot, hit by a car, license plate, hunter, obsesión","comedia, familiar, fantasía",1987.0,Bigfoot y los Henderson,William Dear,2839
"Harto de la negligencia que recibe de su mamá y su papá, un niño deja su casa y viaja por el mundo en busca de nuevos padres.","protagonista infantil, divorcio, sala de justicia, adopción, pelea","aventura, comedia, drama",1995.0,Un muchacho llamado Norte,Rob Reiner,2840
Un especialista en seguridad se ve obligado a robar el banco que protege en un intento de pagar por el rescate de su familia.,"child gagged, child in jeopardy, enmarcar, banco, reunión","acción, crimen, suspense",2006.0,Firewall,Richard Loncraine,2841
"La historia de Ben Tennyson, un niño típico que se vuelve muy atípico después de descubrir el Omnitrix, un misterioso dispositivo alienígena con el poder de transformar al usuario en diez especies alienígenas diferentes.","cartoon network, non comic book superhero, shared universe, alien spacecraft, nave espacial","animación, acción, aventura",2005.0,Ben 10,,2842
"Brüno, un hombre austríaco gay y extravagante, busca nueva fama en América.","falso documental, fama, austrian, sátira social, humor sexual",comedia,2009.0,Brüno,Larry Charles,2843
"Christine Collins, una madre desconsolada, se enfrenta a la policía de Los Ángeles en su propio perjuicio cuando esta intenta hacer pasar a un evidente impostor por su hijo desaparecido.","gaslighting, missing child, abuso de poder, departamento de policía de Los Ángeles, search for truth","biografía, crimen, drama",2008.0,El intercambio,Clint Eastwood,2844
El legendario mago Merlín cuenta la historia de su guerra contra la reina Mab de los Sidhe y su creación de Camelot.,"sir lancelot du lac character, sir mordred character, merlin character, sir gawain character, queen guinevere character","acción, aventura, drama",2002.0,Merlín,,2845
Un padre soltero se muda con sus dos hijos al campo de Carolina del Sur para ser testigo de cómo su hija muestra un comportamiento cada vez más extraño.,"mound, ant farm, indian burial ground, escopeta, relación padre-hija","terror, suspense",2010.0,La otra hija,Luiso Berdejo,2846
"Ocho estudiantes de último año de secundaria desprevenidos en un elegante internado, que se deleitan jugando a la mentira, se encuentran cara a cara con el terror y aprenden que nadie cree en un mentiroso, incluso cuando dicen la ver","teenage girl, máscara, disfraz de Halloween, halloween, bikini","drama, terror, misterio",2007.0,Cry Wolf,Jeff Wadlow,2847
Un niño solitario descubre un huevo misterioso del que nace una criatura marina de leyenda escocesa.,"scottish highlands, bañera, war widow, single mother, Escocia","aventura, familiar, fantasía",2008.0,Mi monstruo y yo,Jay Russell,2848
"En la ciudad de Nueva York durante los años 30, La Sombra lucha contra su némesis, Shiwan Khan, que está construyendo una bomba atómica.","villain, tough guy, hero, good man, good woman","acción, aventura, crimen",1994.0,The Shadow (La Sombra),Russell Mulcahy,2849
"Los jóvenes amantes Hero y Claudio, que pronto se van a casar, conspiran para que se casen también los solteros confirmados Benedicto y Beatriz.","shakespeare's much ado about nothing, travesura, battle of wits, falsa acusación, overhearing","comedia, drama, romance",1994.0,Mucho ruido y pocas nueces,Kenneth Branagh,2850
Dos oficiales se unen a la fuerza antiterrorista y tienen que localizar a un terrorista peligroso.,"stewardess, policía encubierto, vietnam war veteran, troubled production, discotheque","acción, crimen, suspense",1981.0,Halcones de la noche,Bruce Malmuth,2851
Un terremoto submarino libera a una especie prehistórica de pez carnívoro y un grupo de desconocidos une fuerzas para evitar convertirse en su comida.,"piranha, killer animal, female sheriff, barco, skinny dipping","comedia, terror",2011.0,Piraña 3D,Alexandre Aja,2852
Una historia de una guerra épica entre Pandavas y Kauravas.,"dice game, trono, exilio, epic, krishna the hindu deity","aventura, drama, historia",1988.0,Mahabharat,,2853
Tia Landry y Tamera Campbell son gemelas separadas al nacer que se enteran de la existencia de la otra y se unen cuando son adolescentes.,"laugh track, paramount, the cw, pervert, teen comedy","comedia, drama, familiar",1994.0,Cosas de hermanas,,2854
Un inventor loco y su esposa invitan a otras dos parejas a una fiesta de fin de semana en una romántica casa de verano.,"flirteando, intento de suicidio, puntuación, hot, escena sexual",comedia,1982.0,La comedia sexual de una noche de verano,Woody Allen,2855
Un presentador de un programa de entrevistas local organiza a un profesor alcohólico y un jubilado conocido por interpretar a Santa Claus para decidir si alguna vez hubo una revolución en su ciudad Vaslui.,"bucharest romania, romanian new wave, revolución, teacher, deuda","comedia, drama",2007.0,12:08 al este de Bucarest,Corneliu Porumboiu,2856
Un tirano del futuro crea dobles androides malvados de Bill y Ted y los envía de vuelta para eliminar a los originales.,"musician, death character, máquina del tiempo, amistad, banda de rock","aventura, comedia, fantasía",1993.0,El alucinante viaje de Bill y Ted,Peter Hewitt,2857
Jason Bourne es incriminado en el fracaso de una operación de la CIA y se ve obligado a reanudar su vida como asesino profesional para sobrevivir.,"hidden truth, suspense, secret past, pasado oscuro, amnesia","acción, misterio, suspense",2004.0,El mito de Bourne,Paul Greengrass,2858
"Dos policías ven sus vidas personales y profesionales hacerse añicos alrededor del caso de asesinato de la ""Dalia Negra"".","la década de 1940, black dahlia, voyeurismo, voyeur, lencería","crimen, drama, misterio",2006.0,La dalia negra,Brian De Palma,2859
Las hermanas March viven y crecen en la América posterior a la Guerra Civil.,"female protagonist, invierno, guerra civil americana, f rated, referencia a William Shakespeare","drama, familiar, romance",1995.0,Mujercitas,Gillian Armstrong,2860
"Alexander, un famoso escritor, está enfermo y le queda poco tiempo. Conoce a un niño de la calle, un inmigrante ilegal de Albania, y se embarca en una aventura para devolverlo a su hogar.","street kid, muerte, mortuario, child abduction, slow cinema",drama,2000.0,La eternidad y un día,Theodoros Angelopoulos,2861
Una viuda intrigante y su examante manipulador hacen una apuesta sobre la corrupción de una mujer recién casada.,"seducción, emotional abuse, Francia, sexual manipulation, female frontal nudity","drama, romance",1989.0,Las amistades peligrosas,Stephen Frears,2862
"En México, dos adolescentes y una atractiva mujer se embarcan en un viaje de carretera y aprenden cosas sobre la vida, la amistad, el sexo y ellos mismos.","sexualidad, en camino, playa, viaje en carretera, mexico city mexico",drama,2001.0,Y tu mamá también,Alfonso Cuarón,2863
"Rocky, un adolescente, es objeto de burlas por su deformidad facial y su madre, una motera con mucho carácter, intenta que lleven una vida normal.","craniodiaphyseal dysplasia, f rated, dying young, drogas, cocaína","biografía, drama",1985.0,Máscara,Peter Bogdanovich,2864
Un profesor de arqueología descubre una antigua cripta con cadáveres vivos. Los zombies empiezan a hacer estragos y atacan a un grupo de personas que el profesor había invitado para celebrar su descubrimiento.,"zombie invasion, escote, scythe, evil wins, flesh eating zombies",terror,1983.0,La noche del terror,Andrea Bianchi,2865
"Un holgazán de la escuela secundaria comete un acto impactante y procede a contarles a sus amigos el secreto. Sin embargo, la reacción de los amigos es casi tan ambigua y desconcertante como el crimen en sí.","child drives a car, child with a gun, droga, guitarrista, riverbank","crimen, drama",1987.0,Instinto sádico,Tim Hunter,2866
"El enfermero Greg Focker conoce a los padres de su novia, a quien quiere pedirle que se case con él. El padre resulta ser la peor pesadilla de cualquier novio.","trailer narrated by hal douglas, male nurse, nurse, cat, boda","comedia, romance",2000.0,Los padres de ella,Jay Roach,2867
Dos jóvenes parejas que viajan por Texas buscando macabras leyendas urbanas acaban cautivos a manos de una familia de sádicos asesinos en serie.,"depravity, masked man, gigante, clown face, hacha",terror,2003.0,La casa de los 1000 cadáveres,Rob Zombie,2868
Un joven escritor que persigue a extraños en busca de material se encuentra con un ladrón que lo protege.,"writer, burglar, thief, atraco, robo","crimen, misterio, suspense",1999.0,Following,Christopher Nolan,2869
"Con apenas 21 años, Frank es un hábil falsificador que se ha hecho pasar por médico, abogado y piloto. El agente del FBI Carl se obsesiona con seguir la pista del estafador, que disfruta con la persecución.","impostor, con, carrera a contrarreloj, decepción, relación madre hijo","biografía, crimen, drama",2003.0,Atrápame si puedes,Steven Spielberg,2870
Cinco policías bromistas de Vermont intentan salvar sus trabajos y al departamento de policía local resolviendo un crimen.,"neo screwball comedy, original story, absurd comedy, goofball, female police officer","comedia, crimen, misterio",2002.0,Supermaderos,Jay Chandrasekhar,2871
"Un viudo acepta la oferta de su amigo para conseguirle una nueva esposa: organizar un casting para chicas. Después de todo, la chica por la que se siente atraído no es quién parece ser.","tortura, widower, luto, desnudez, hotel","drama, terror, misterio",2002.0,Audition,Takashi Miike,2872
Benjamin Gates debe seguir una pista dejada en el diario de John Wilkes Booth para demostrar la inocencia de su antepasado en el asesinato de Abraham Lincoln.,"divorcio, abraham lincoln character, john wilkes booth character, mary todd lincoln character, blonde","acción, aventura, misterio",2007.0,La búsqueda: El diario secreto,Jon Turteltaub,2873
Un soldado de las fuerzas especiales israelíes finge su muerte para poder resurgir en la ciudad de Nueva York como estilista.,"hair stylist, palestinian, funny arab, arab israeli conflict, súper fuerza","acción, comedia",2008.0,Zohan: Licencia para peinar,Dennis Dugan,2874
"Cuatro segmentos de terror y ciencia ficción, dirigidos por cuatro famosos directores, siendo cada uno de ellos una nueva versión de una historia clásica de la emblemática serie de televisión de Rod Serling.","blasfemia, star died before release, star died during filming, ciudad, airplane passenger","terror, ciencia ficción",1983.0,En los límites de la realidad,Joe Dante,2875
"Un veterano de Vietnam se adapta a la vida después de la guerra mientras trata de mantener a su familia, pero la posibilidad de una vida mejor puede involucrar crimen y derramamiento de sangre.","hood, guerra de Vietnam, la década de 1960, black panthers, war wound","acción, crimen, drama",1995.0,Dinero para quemar,Albert Hughes,2876
"En 1881, el terrateniente John Chisum paga un rescate a Patrick Lloyd Garrett para que mate al forajido Billy el niño.","porn actor in mainstream movie, antihero, cult favorite, secuela numerada, ciudad","acción, del oeste",1990.0,Intrépidos forajidos,Geoff Murphy,2877
Un grupo de amigos es acosado y asesinado mientras busca setas de psilocibina en los bosques irlandeses.,"female armpit hair, slasher, backwoods slasher, facha, bosque","comedia, terror, misterio",2007.0,Cabeza de muerte,Paddy Breathnach,2878
"Durante su primer año de escuela secundaria, cuatro mejores novias se enfrentan al dominante cuerpo estudiantil Presidente, que quiere dividirlas en diferentes camarillas sociales.","teen protagonist, intentionally misspelled title, flash-forward, amistad femenina, convertible","comedia, familiar, música",2007.0,Bratz: La película,Sean McNamara,2879
"Durante unas vacaciones de verano con su familia en un complejo turístico de Catskills, Frances ""Baby"" Houseman se enamora del instructor de baile del centro, Johny Castle.","baile, mayoría de edad, adolescente, aborto, resort","drama, música, romance",1988.0,Dirty Dancing,Emile Ardolino,2880
Los supervivientes de un accidente aéreo en el desierto de Mongolia trabajan juntos para construir un nuevo avión.,"aircraft cockpit, aerial camera shot, teléfono móvil, movie flop, desert adventure","acción, aventura, drama",2005.0,El vuelo del Fénix,John Moore,2881
"Ocho extraños se despiertan sin recordar el porque, en una desafiante habitación con forma de cubo donde las leyes de la física no siempre aplican.","writing on skin, falling up, calculus equation, number 60659, introducing self","drama, terror, misterio",2003.0,Cube 2: Hypercube,Andrzej Sekula,2882
Criaturas sedientas de sangre acechan a un grupo de buceadores que se han quedado atrapados en un sistema de cuevas subterráneo.,"diver, Rumania, parásito, llamarada, buceo","aventura, terror, ciencia ficción",2006.0,La caverna maldita,Bruce Hunt,2883
Un ranchero de poca monta acepta retener a un forajido capturado que está esperando un tren para ir al juzgado de Yuma. Se produce una batalla de voluntades mientras el forajido intenta persuadir al ranchero.,"outlaw, territorio de Arizona, based on short story, banda de proscritos, contention city arizona","acción, crimen, drama",2008.0,El tren de las 3:10,James Mangold,2884
"Sigue a la difícil Aurora, que busca el amor, y los problemas familiares de su hija.","cáncer, dying young, relación extramarital, enfermedad terminal, relación madre hija","comedia, drama",1984.0,La fuerza del cariño,James L. Brooks,2885
"Un joven punk reclutado por una agencia de recuperación de automóviles se encuentra en busca de un Chevrolet Malibu que se busca por una recompensa de $20,000, y tiene algo de otro mundo escondido en su baúl.","car trunk, alienígena, radioactivity, punk rocker, repossession","acción, comedia, crimen",1988.0,Repo man (El recuperador),Alex Cox,2886
El bibliotecario Flynn Carsen recibe el mapa de las minas del rey Salomón. Deberá encontrarlas y destruir un libro que dota de poderes sobrenaturales a quien lo lee y que puede poner en peligro el futuro de la humanidad.,"referencia a Peter Pan, mine, king solomon, cráneo, scroll","acción, aventura, comedia",2006.0,El bibliotecario: El mapa del rey Salomón,Jonathan Frakes,2887
"El rico Sr. Dashwood muere, dejando a su segunda esposa y a sus tres hijas pobres por las reglas de la herencia. Las dos hijas mayores son totalmente opuestas.","based on novel, visita, título igual que el libro, abriendo una puerta, cama","drama, romance",1996.0,Sentido y sensibilidad,Ang Lee,2888
"Un guionista enamorado se desespera cuando intenta y no logra adaptar la novela de Susan Orlean ""El ladrón de orquídeas"" para la gran pantalla.","soledad, thief, twin, escritura, realismo mágico","comedia, drama",2003.0,Adaptation (El ladrón de orquídeas),Spike Jonze,2889
"Tommy es un mecánico desempleado que pasa la mayor parte de su tiempo en un bar en una pequeña ciudad obrera. Parece que siempre está pensando: ""Si tan solo X pasara, entonces podría dejar de beber"".","beber cerveza, cerveza, helado, bar, bebiendo","comedia, drama",1996.0,Trees Lounge - Una última copa,Steve Buscemi,2890
"Tres ex-novias de un engañador en serie hacen planes para que su ex-amante se enamore de una chica nueva en la ciudad, y que puedan ver cómo se le rompe el corazón.","minifalda, escote, cheerleader, single mother, voyeurismo","comedia, romance",2007.0,Todas contra él,Betty Thomas,2891
"Al enterarse de que padece una enfermedad terminal, una tímida mujer decide vender todas sus posesiones y vivir a lo grande en un elegante hotel de Europa Central.","grandes almacenes, businessman, referencia a Elton John, hotel, chef","comedia, romance",2006.0,Las últimas vacaciones,Wayne Wang,2892
"Cory Baxter se traslada a la Casa Blanca, en Washington D. C., cuando su padre es nombrado nuevo chef personal del presidente en la Casa Blanca.","spinoff, president, the white house, laugh track, Washington DC.","comedia, familiar",2007.0,Cory en la Casa Blanca,,2893
"Un hombre especializado en desmentir sucesos paranormales se aloja en la legendaria habitación 1408 del Hotel Dolphin. Poco después de instalarse, se enfrenta a un auténtico terror.","muerte de hija, hotel, writer, haunted hotel, author","fantasía, terror, misterio",2007.0,1408,Mikael Håfström,2894
"Basil, el roedor Sherlock Holmes, investiga el secuestro de un juguetero y descubre su relación con su archienemigo, el profesor Rátigan.","ratón, Londres Inglaterra, animales parlantes, sherlock holmes character, decirle a alguien que se calle","animación, aventura, familiar",1986.0,"Basil, el ratón superdetective",Ron Clements,2895
"George Banks debe lidiar no solo con el embarazo de su hija, sino también con el inesperado embarazo de su esposa.","paternidad, doberman, perro, mansión, baloncesto","comedia, familiar, romance",1996.0,Vuelve el padre de la novia (Ahora también abuelo),Charles Shyer,2896
Una adolescente descubre que es la cazadora de vampiros de su generación.,"female protagonist, teenage girl, la década de 1990, female warrior, mentor student relationship","acción, comedia, fantasía",1992.0,"Buffy, la cazavampiros",Fran Rubel Kuzui,2897
Un espíritu misterioso y vengativo marca y persigue a cualquiera que se atreva a entrar en la casa donde reside.,"ducha, ghost boy, ghost child, fantasma, bad guy wins",terror,2003.0,La maldición (The grudge),Takashi Shimizu,2898
Ellen Morgan es un librera neurotica que maneja su vida con comedia y divagaciones extensas.,"comediante, based on standup comedy, character name as series title, forename as series title, actress name as series title","comedia, romance",1994.0,Ellen,,2899
La vida de tres jóvenes híbridos alienígenas/humanos con dones extraordinarios en Roswell.,"biosphere, bio dome, dome, sphere, cult favorite","drama, misterio, ciencia ficción",2002.0,Roswell,,2900
"Jim Hawkins es un adolescente rebelde al que el mundo considera un vago sin rumbo. Tras recibir un mapa de un pirata moribundo, se embarca en una odisea por el universo para encontrar un tesoro.","space pirate, fictional planet, búsqueda del tesoro, humor sarcástico, luna","animación, aventura, familiar",2002.0,El planeta del tesoro,Ron Clements,2901
Un adolescente solitario se adentra en las profundidades de una red criminal de la escuela secundaria para investigar la desaparición de su ex-novia.,"neonoir, callejón, cinderblock, neo noirish, hard boiled","acción, crimen, drama",2006.0,Brick,Rian Johnson,2902
"Biografía del expresidente estadounidense Richard Nixon, desde sus días de niño hasta su eventual presidencia, que terminó en vergüenza.","política americana, political leader, año 1972, año 1973, alcoholic drink","biografía, drama, historia",1996.0,Nixon,Oliver Stone,2903
Cinco hombres se despiertan en un almacén cerrado sin recordar quiénes son donde deben descubrir quién es bueno y quién es malo para sobrevivir.,"pérdida de memoria, pérdida de consciencia, digging a grave, handcuffed to a railing, kidnap for ransom","crimen, drama, misterio",2006.0,Mentes en blanco,Simon Brand,2904
Dos chicas se alejan de una gira por la Casa Blanca y conocen al presidente Nixon.,"teenage girl, testigo, sátira política, political cover up, historia alternativa",comedia,2000.0,Aventuras en la Casa Blanca,Andrew Fleming,2905
Un psicópata persigue a una mujer negocios después de ser encerrada en un aparcamiento en Nochebuena.,"tied to a chair, Nochebuena, locked in a room, obsesión, garaje","crimen, terror, suspense",2008.0,Parking 2,Franck Khalfoun,2906
Un experto de lo paranormal y su hija se mudan a una casa abandonada habitada por tres fantasmas perversos y uno adorable.,"fantasma, mansión, espíritu, friendly ghost, maine","comedia, familiar, fantasía",1995.0,Casper,Brad Silberling,2907
"Enfrentada a un embarazo no planificado, una joven poco convencional toma una decisión inusual con respecto a su hijo por nacer.","embarazo, adopción, teenage mother, pregnant teenager, embarazo en la adolescencia","comedia, drama",2008.0,Juno,Jason Reitman,2908
"El superintendente de edificios Cleveland Heep rescata lo que él cree es una mujer de la piscina. Cuando descubre que es un personaje de un cuento que trata de volver a casa, trabaja con sus inquilinos para protegerla.","nymph, dark fantasy, film critic, urban fantasy, escrita y dirigida por miembro del casting","drama, fantasía, misterio",2006.0,La joven del agua,M. Night Shyamalan,2909
"¡Kel está sirviendo mucha diversion! Son los chicos buenos en La Buena Hamburguesa, una loca comedia inspirada en la exitosa serie de Nickelodeon “All That","receta, rivalidad entre negocios, rompiendo la cuarta pared, instituto, cameo","comedia, familiar",1997.0,Good Burger,Brian Robbins,2910
Un padre se preocupa cuando su hijo entabla amistad con un gánster local en los 60.,"relación padre-hijo, año 1960, conflicto padre-hijo, homicidio, mentor","crimen, drama",1995.0,Una historia del Bronx,Robert De Niro,2911
"Un asesinato en el Louvre, y pistas en los cuadros de Da Vinci, conducen al descubrimiento de un misterio religioso protegido por una sociedad secreta durante dos mil años, que podría hacer temblar los cimientos del cristianismo.","self flagellation, conspiración, bare butt male, self punishment, bound and gagged","misterio, suspense",2006.0,El código Da Vinci,Ron Howard,2912
"En el contexto de la Guerra de Independencia de Irlanda, dos hermanos luchan en las guerrillas contra las fuerzas británicas.","la década de 1920, shot to death, matar, tiroteo, british military","drama, bélico",2006.0,El viento que agita la cebada,Ken Loach,2913
"Wallace hace una pausa en su intento de decidir el destino de sus vacaciones para descubrir que no tiene queso para sus galletas. La solución a ambos problemas es un viaje a la Luna, con el perro Gromit, porque la Luna está hecha de ","queso, luna, moon made of cheese, wallace and gromit, picnic on the moon","animación, corto, aventura",1994.0,Wallace y Gromit: La gran excursión,Nick Park,2914
"Un narcotraficante se aleja del crimen para perseguir su pasión, la música rap.","pubic hair, male pubic hair, male frontal nudity, prisión, violencia","biografía, crimen, drama",2006.0,Get Rich or Die Tryin',Jim Sheridan,2915
"Un rico editor y sus amigos tienen la fea costumbre de invitar a un ""idiota"" a su cena semanal para reírse de él. El último idiota, sin embargo, resulta ser mejor persona que ninguno de los amigos.","huis clos, french, Francia, reference to astrology, reference to a zodiac sign",comedia,1999.0,La cena de los idiotas,Francis Veber,2916
"Conjunto de episodios que muestran de forma disparatada los momentos más importantes de la vida. Desde el nacimiento a la muerte, pasando por asuntos como la filosofía, la historia o la medicina.","muerte, codicia, filosofía, gluttony, vómitos","comedia, musical",1983.0,El sentido de la vida,Terry Jones,2917
"La reina Victoria lamenta la pérdida del Príncipe Alberto, cuando el Sr. Brown es designado para ayudarla con su dolor.","servant, skinny dipping, male nudity, male frontal nudity, queen victoria character","biografía, drama, historia",1998.0,Su majestad Mrs. Brown,John Madden,2918
La vida del joven escritor Sal Paradise cambia cuando conoce al espíritu Libre de Dean Moriarty y a su novia Marylou. En su viaje a través del país conocen a gente que los marcará para siempre.,"embarazo, listening to sex, bisexual, película de carretera, infidelidad","aventura, drama, romance",2013.0,En el camino,Walter Salles,2919
El deseo de un arquitecto de hablar con su esposa desde el más allá se convierte en una obsesión.,"supernatural horror, tape over mouth, television static, río, obsesión","drama, terror, misterio",2005.0,White noise: Mas allá,Geoffrey Sax,2920
"RoboCop se enfrenta a unos despiadados promotores que quieren destruir un barrio de inmigrantes y, en su lugar, construir un complejo residencial de lujo.","robocop, Navidad, robocop character, broadcast signal intrusion, red wine","acción, crimen, ciencia ficción",1993.0,RoboCop 3,Fred Dekker,2921
"Un Sherlock Holmes alcohólico resulta ser realmente una tapadera para el verdadero detective, el Dr. Watson.","parodia, private detective, borrachera, knocked unconscious, intento de suicidio","comedia, crimen, misterio",1989.0,Sin pistas,Thom Eberhardt,2922
"Carly presenta su propio programa web, iCarly, los webcasts regulares de Carly y su compañero Sam, que incluyen desde sketches cómicos y concursos de talentos hasta entrevistas, recetas y resolución de problemas.","female protagonist, instituto, webcast, teenage girl, character name as series title","comedia, familiar, romance",2010.0,iCarly,,2923
Moncho empieza su primer año de colegio al tiempo que la República es atacada por los rebeldes fascistas.,"guerra civil Española, Estados Unidos de América, cricket the insect, male protagonist, mother son kiss","drama, bélico",1999.0,La lengua de las mariposas,José Luis Cuerda,2924
"Will y Grace viven juntos en un apartamento en la ciudad de Nueva York. Él es un abogado gay, ella es una diseñadora de interiores heterosexual. Sus mejores amigos son Jack, un alegre y orgulloso hombre gay, y Karen, una carismática,","gay, best friend, amigo gay, lawyer, ciudad de Nueva York","comedia, romance",1998.0,Will & Grace,,2925
Una terrorífica historia de supervivencia en los manglares del norte de Australia.,"Australia, barco, cocodrilo, canción, children's music","acción, aventura, drama",2008.0,Black Water,David Nerlich,2926
"Dos cuentos de terror basados en cuentos de Edgar Allan Poe. Una esposa codiciosa mata a su marido, pero no del todo. Un reportero adopta un extraño gato negro.","psychotronic film, título de tres palabras, disbelief, body part in title, based on short story",terror,1990.0,Los ojos del diablo,Dario Argento,2927
La esposa de un rico terrateniente contrata a un joven artista para hacer una serie de dibujos de la propiedad mientras su esposo está ausente.,"escena sexual, decepción, Inglaterra, artistic creation, drama histórico","comedia, drama, misterio",1982.0,El contrato del dibujante,Peter Greenaway,2928
Un reportero es asignado a escribir sobre una mujer que ha dejado plantados en el altar a una serie de prometidos.,"maryland, boda, periodista, bride, columnist","comedia, romance",1999.0,Novia a la fuga,Garry Marshall,2929
"Dick Steele, Agente WD-40, tiene la misión de evitar que el malvado General Rancor destruya el mundo. WD-40, quien daba a Rancor por muerto, se une a la agente de la KGB Veronique Ukrinsky para salvar el mundo.","spy comedy, absurd comedy, sight gag, espía de coña, spy hero","acción, comedia",1996.0,Espía como puedas,Rick Friedberg,2930
Una periodista se inscribe en un instituto de secundaria para investigar una historia y acaba enamorándose de uno de los profesores.,"periódico, female protagonist, undercover reporter, periodista, kiss","comedia, drama, romance",1999.0,Nunca me han besado,Raja Gosnell,2931
"Transportado a Barsoom, un veterano de la Guerra Civil descubre un planeta estéril aparentemente habitado por bárbaros de más de 3 metros de altura y una princesa que necesita desesperadamente un salvador.","arizona desert, princess, alienígena, territorio de Arizona, guerra civil americana","acción, aventura, ciencia ficción",2012.0,John Carter,Andrew Stanton,2932
La historia del drama que rodea a una familia.,"gay, riqueza, vito russo test passed, Disney, domestic drama",drama,2007.0,Cinco hermanos,,2933
"Un bibliotecario de Chicago tiene un gen que causa que viaje en el tiempo sin quererlo, creando complicaciones en su matrimonio.","viaje en el tiempo, kissing while having sex, pregnant woman in bathtub, objetificación masculina, biblioteca","comedia, drama, fantasía",2010.0,Más allá del tiempo,Robert Schwentke,2934
Una mujer estadounidense de origen irlandés y judío-alemán trabaja de incógnito a la Alemania nazi.,"tras las líneas enemigas, jewish woman, Alemania nazi, Segunda Guerra Mundial, antisemitismo","drama, romance, suspense",1992.0,Resplandor en la oscuridad,David Seltzer,2935
"Bill y Jo Harding, cazadores de tormentas al borde del divorcio, deben unir fuerzas para crear un sistema de alerta meteorológica avanzado que requiere adentrarse en tornados extremadamente violentos.","crashing a car into a house, drive in theater, drive in movie, storm chaser, desastre","acción, aventura, suspense",1996.0,Twister,Jan de Bont,2936
"La biografía del cantante de rock and roll Ritchie Valens, que murió a los 17 años en un accidente aéreo junto con Buddy Holly y Big Bopper.","romance interracial, hispanic, racismo, relación interracial, registro nacional de películas","biografía, drama, música",1987.0,La bamba,Luis Valdez,2937
"Las aventuras del campeón de artes marciales de la Tierra, Son Goku, continúan con una nueva familia y la revelación de su origen. Ahora Goku y sus aliados deben defender la Tierra de un ataque de nuevos enemigos extraterrestres.","anime, actor voicing multiple characters, actor playing multiple characters, cult favorite, friend","animación, acción, aventura",1989.0,Dragon Ball Z,,2938
"Historia de un niño de 11 años que, en su primer día de colegio, y para ganarse el respeto de sus compañeros, acepta comerse 10 lombrices en un mismo día.","slimehouse, gusano, apuesta, boy, bully","comedia, familiar",2006.0,How to Eat Fried Worms,Bob Dolman,2939
Un joven vagabundo irrumpe en casas vacías para participar de la vida de los residentes de vacaciones durante unos días.,"abusive husband, motocicleta, golf, a la deriva, squatter","crimen, drama, romance",2005.0,Hierro 3 (Bin-jip),Kim Ki-duk,2940
"Nueve familias nobles luchan por el control de las tierras de Poniente, mientras que un antiguo enemigo regresa después de estar inactivo durante milenios.","based on novel, dragón, política, desnudez, incest","acción, aventura, drama",2011.0,Juego de tronos,,2941
El matrimonio aparentemente sólido de una pareja comienza a desmoronarse cuando la esposa descubre que su esposo tiene la intención de divorciarse de ella.,"años 2000, mabel 'madea' simmons character, timeframe 2000s, diario, f rated","comedia, drama, romance",2005.0,Diario de una chiflada,Darren Grant,2942
"Puede que la familia Russo sea una familia ordinaria con un restaurante ordinario, pero en la privacidad de su hogar sus tres hijos compiten para ser el próximo mago de la familia.","hombre-lobo, vampiro, ruptura, bad parenting, mean girls","aventura, comedia, drama",2007.0,Los magos de Waverly Place,,2943
Un mediador del Hollywood de los años 50 trata de mantener a raya a las estrellas del estudio.,"película dentro de una película, communist conspiracy, guionista, studio system, industria cinematográfica","comedia, drama, misterio",2016.0,"¡Ave, César!",Ethan Coen,2944
Jin Kazama es testigo de la muerte de su madre Jun por parte de Tekken.,"distopia, based on video game, kiss, amor, beso interracial","acción, crimen, drama",2010.0,Tekken,Dwight H. Little,2945
"Las vidas y relaciones de un grupo de amigos gays en Pittsburgh, Pennsylvania.","gay, amor gay, personaje gay, gay protagonist, gay community","drama, romance",2006.0,Queer as Folk,,2946
Dos asesinos profesionales se enamoran el uno del otro.,"female assassin, muerte, traición, pérdida de la esposa, traicionar","comedia, crimen, drama",1985.0,El honor de los Prizzi,John Huston,2947
"Santa, alias Scott Calvin, se enfrenta a una doble tarea: cómo mantener a su nueva familia feliz y cómo evitar que Jack Frost se haga cargo de la Navidad.","Navidad, decepción, instant regret, título de siete palabras, tercera parte","aventura, comedia, familiar",2006.0,Santa Claus 3: Por una Navidad sin frío,Michael Lembeck,2948
Un androide intenta convertirse en humano a medida que adquiere emociones gradualmente.,"robot, holograma, libertad, breaking a figurine, goofball","comedia, drama, ciencia ficción",2000.0,El hombre bicentenario,Chris Columbus,2949
Un grupo de jóvenes estudiantes de cine se topa con zombis reales mientras filmaban su propia película de terror.,"hospital, momia, estudiante de cine, cámara de video, granero","fantasía, terror, ciencia ficción",2008.0,El diario de los muertos,George A. Romero,2950
El inspector Jacques Clouseau se une a un equipo de detectives internacionales tan torpes como él. Su misión: detener a un ladrón trotamundos especializado en el robo de objetos históricos.,"detective, speaking with an accent, nun, inspector, pink panther","acción, aventura, comedia",2009.0,La pantera rosa 2,Harald Zwart,2951
